number,city,latitude,longitude
1416,Leiza,43.0789,-1.9147
1417,Pastoriza,43.3004,-7.3512
1418,Saldaña,42.5167,-4.7333
1419,Montroy,39.3394,-0.6139
1420,Zurgena,37.3333,-2.0333
1421,San Esteban de Gormaz,41.5733,-3.205
1422,Barreiros,43.5333,-7.2333
1423,Cañete de las Torres,37.8667,-4.3167
1424,Bélmez,38.2722,-5.2086
1425,Torrejoncillo,39.9,-6.4667
1426,Portas,42.5833,-8.6667
1427,Los Gallardos,37.1667,-1.9333
1428,Alonsótegui,43.2467,-2.9878
1429,Vélez de Benaudalla,36.8333,-3.5167
1430,Puente la Reina,42.6717,-1.8155
1431,Villablanca,37.3,-7.3333
1432,Pobla de Montornés,41.1789,1.4145
1433,Villafranca,42.2831,-1.75
1434,Vallehermosa,28.1799,-17.2647
1435,Ramales de la Victoria,43.2589,-3.4639
1436,Pegalajar,37.7333,-3.65
1437,Yunquera,36.733,-4.917
1438,Ricla,41.5036,-1.4028
1439,San Esteban de Palautordera,41.7061,2.4319
1440,Marcilla,42.3333,-1.7333
1441,Calatorao,41.5333,-1.35
1442,Güéjar-Sierra,37.15,-3.4333
1443,Vall d’Alba,40.1667,-0.0333
1444,Villafranca del Bierzo,42.6075,-6.8075
1445,Tanque,28.3563,-16.7798
1446,Puente Viesgo,43.3006,-3.9631
1447,Maceda,42.2708,-7.6508
1448,Castilleja de Guzmán,37.4,-6.05
1449,Castellvell,41.1801,1.0987
1450,Ibros,38.0167,-3.5
1451,Perelló,40.8751,0.7124
1452,Villanueva de los Castillejos,37.5,-7.2667
1453,Viana del Bollo,42.1794,-7.1111
1454,Pedro Abad,37.9667,-4.45
1455,Pedralba,39.6056,-0.7261
1456,Illueca,41.5333,-1.6167
1457,Jarandilla de la Vera,40.1264,-5.6583
1458,Catadau,39.2758,-0.5697
1459,Caparroso,42.3333,-1.6667
1460,Torrenueva,36.7019,-3.4858
1461,Getaria,43.3044,-2.2036
1462,Pozo-Cañada,38.9167,-1.7167
1463,San Saturnino,43.5667,-8.0333
1464,Casinos,39.7016,-0.7093
1465,Genovés,38.9889,-0.4703
1466,Golmayo,41.7667,-2.5167
1467,Aoiz,42.783,-1.367
1468,Zahinos,38.3306,-6.9547
1469,Molvízar,36.7833,-3.6
1470,Villanubla,41.7114,-4.8447
1471,Calañas,37.65,-6.8833
1472,Alfarrás,41.8328,0.5722
1473,Lobón,38.85,-6.6167
1474,Dodro,42.7175,-8.7147
1475,Lesaca,43.2472,-1.7028
1476,Piles,38.9411,-0.1322
1477,Villarta de San Juan,39.2333,-3.4167
1478,Guarromán,38.184,-3.6852
1479,La Cabrera,40.8667,-3.6
1480,Tielmes,40.2333,-3.3167
1481,Falset,41.1462,0.8201
1482,Ríogordo,36.9167,-4.3
1483,El Bonillo,38.95,-2.5333
1484,Liñola,41.7122,0.9056
1485,Losar de la Vera,40.1167,-5.6
1486,Taboada,42.7161,-7.7631
1487,El Gurb,41.9575,2.2339
1488,Maside,42.4131,-8.0242
1489,Monda,36.6333,-4.8333
1490,Cadaqués,42.2886,3.2778
1491,Los Santos de la Humosa,40.5017,-3.2561
1492,Miramar,38.95,-0.1389
1493,Cambil,37.6667,-3.5667
1494,Basigo de Baguio,43.4278,-2.8114
1495,Puebla de Sancho Pérez,38.3972,-6.4
1496,Santa Coloma de Queralt,41.5324,1.3839
1497,Poblete,38.9333,-3.9833
1498,Torrenueva,38.6397,-3.3647
1499,Martín de la Jara,37.1,-4.95
1500,Fuente de Piedra,37.1333,-4.7333
1501,Llombay,39.2814,-0.5719
1502,Campanet,39.7667,2.9667
1503,Pons,41.916,1.1883
1504,Orellana la Vieja,39,-5.5333
1505,Güevéjar,37.2667,-3.6
1506,Guntín,42.8878,-7.6972
1507,Oropesa,39.9167,-5.1833
1508,San Jaime dels Domenys,41.2999,1.5596
1509,Dueñas,41.8833,-4.55
1510,Salar,37.1489,-4.0678
1511,Anna,39.0222,-0.6447
1512,Yeste,38.35,-2.3167
1513,Guadalcanal,38.0833,-5.8167
1514,Pruna,36.9667,-5.2167
1515,Prats de Llusanés,42.0108,2.0308
1516,Solana de los Barros,38.725,-6.5389
1517,Deifontes,37.3167,-3.6
1518,Menasalbas,39.6333,-4.2833
1519,Castroverde,43.031,-7.325
1520,Marinaleda,37.3711,-4.9581
1521,Granja de Rocamora,38.1525,-0.8897
1522,Cartelle,42.2492,-8.0689
1523,Noja,43.4814,-3.5186
1524,Láncara,42.8667,-7.35
1525,Arbo,42.1167,-8.3167
1526,Baños de la Encina,38.1667,-3.7667
1527,Cella,40.4522,-1.2817
1528,Aytona,41.4945,0.4594
1529,Gallur,41.8692,-1.3161
1530,Chozas de Abajo,42.5167,-5.6833
1531,Lillo,39.7214,-3.3047
1532,Vallromanas,41.5318,2.2982
1533,Masalfasar,39.5611,-0.325
1534,Alcuéscar,39.1811,-6.2294
1535,Puntallana,28.7167,-17.7167
1536,Castelltersol,41.7519,2.1225
1537,La Gineta,39.1167,-2
1538,Carrión de los Céspedes,37.3667,-6.3167
1539,Zújar,37.5333,-2.8333
1540,La Adrada,40.2992,-4.635
1541,Lerma,42.0264,-3.7589
1542,Real de Gandía,38.9472,-0.1906
1543,Villasequilla de Yepes,39.8833,-3.7167
1544,Monterrey,41.9633,-7.4492
1545,Ugíjar,36.9667,-3.05
1546,El Viso,38.4833,-4.95
1547,Puebla del Duc,38.9033,-0.4172
1548,Casarabonela,36.7833,-4.85
1549,Ayguafreda,41.7681,2.2515
1550,Torreblascopedro,37.9974,-3.6363
1551,Tijarafe,28.713,-17.9568
1552,Ardales,36.8778,-4.8447
1553,Favareta,39.1278,-0.2906
1554,Valle de Abdalagís,36.9333,-4.6833
1555,Carcastillo,42.38,-1.4444
1556,Echarri-Aranaz,42.9,-2.0667
1557,Mesia,43.1,-8.2667
1558,Madroñera,39.4333,-5.7667
1559,La Romana,38.3669,-0.8969
1560,Huesa,37.7667,-3.0667
1561,Besalú,42.1989,2.6986
1562,Monreal del Campo,40.7833,-1.35
1563,El Burgo de Ebro,41.5667,-0.7333
1564,Ablitas,41.9667,-1.6333
1565,Fustiñana,42.0167,-1.4833
1566,Baralla,42.8833,-7.25
1567,Almoines,38.9433,-0.1822
1568,Sahagún,42.3719,-5.0303
1569,Fuente-Álamo,38.6932,-1.4317
1570,Chella,39.0444,-0.6606
1571,San Pedro de Torelló,42.0748,2.2968
1572,Albiñana,41.2455,1.4867
1573,Algarinejo,37.3167,-4.15
1574,Cesuras,43.1667,-8.2
1575,Alberite,42.4167,-2.4333
1576,Funes,42.3167,-1.8
1577,Benavides,42.5,-5.9
1578,Manuel,39.0517,-0.4961
1579,Sorbas,37.1,-2.1167
1580,Valderrobres,40.8833,0.15
1581,El Provencio,39.3667,-2.5667
1582,Valtierra,42.1953,-1.6342
1583,San Lorenzo de Hortóns,41.4697,1.8256
1584,Los Navalmorales,39.7167,-4.6333
1585,San Lorenzo Savall,41.6789,2.0586
1586,Morella,40.6196,-0.1017
1587,Fontanar,40.7269,-3.1769
1588,Vilallonga del Campo,41.2115,1.2059
1589,Espiel,38.1833,-5.0167
1590,Cornellá de Terri,42.0914,2.8178
1591,Torrellas de Foix,41.39,1.5706
1592,Lama,42.391,-8.444
1593,Lloréns del Panadés,41.282,1.5537
1594,Ayegui,42.6567,-2.0383
1595,Pals,41.9717,3.15
1596,Dos Torres,38.4333,-4.8833
1597,Rodeiro,42.65,-7.95
1598,Pina de Ebro,41.489,-0.526
1599,Agullent,38.8222,-0.5475
1600,San Pedro de Riudevitlles,41.4525,1.7047
1601,Almudébar,42.0333,-0.5667
1602,Portillo,41.4833,-4.5833
1603,Carcabuey,37.4333,-4.2667
1604,Almedinilla,37.4333,-4.0833
1605,Torres de Segre,41.5342,0.5143
1606,Grijota,42.05,-4.5833
1607,La Garrovilla,38.9167,-6.4667
1608,Rafelguaraf,39.0514,-0.4572
1609,Toén,42.3167,-7.95
1610,El Palmar de Troya,37.0625,-5.8042
1611,Alfajarín,41.6167,-0.7
1612,Falces,42.3833,-1.8
1613,Berlanga,38.2828,-5.8292
1614,El Barco de Ávila,40.3597,-5.5236
1615,Balazote,38.8833,-2.1333
1616,El Cerro de Andévalo,37.7333,-6.9333
1617,Monterrubio de la Serena,38.59,-5.4433
1618,Abadín,43.3667,-7.4833
1619,San Quintín de Mediona,41.4644,1.665
1620,Las Mesas,39.4,-2.75
1621,Purullena,37.3167,-3.1833
1622,Golada,42.7622,-8.0197
1623,Frades,43.04,-8.2772
1624,Murguía,42.9817,-2.844
1625,Castellón de Rugat,38.8758,-0.3831
1626,Llubí,39.6991,3.0049
1627,Camprodón,42.3118,2.3648
1628,Idiazábal,43.0106,-2.2336
1629,Benisanó,39.6133,-0.5753
1630,La Victoria,37.6811,-4.8525
1631,Avinyó,41.863,1.9707
1632,Arroyo del Ojanco,38.32,-2.89
1633,Arguedas,42.1769,-1.5983
1634,Escacena del Campo,37.4167,-6.3833
1635,Guaro,36.65,-4.8333
1636,Alcaucín,36.9,-4.1167
1637,Mequinenza,41.3667,0.3
1638,Santa Eugenia de Berga,41.9022,2.2842
1639,Cervera de Pisuerga,42.8667,-4.5
1640,Medellín,38.9631,-5.9578
1641,Benimodo,39.2139,-0.5281
1642,Folgarolas,41.9401,2.3163
1643,Ossa de Montiel,38.9667,-2.75
1644,Alpera,38.9667,-1.2167
1645,Jabugo,37.9167,-6.7333
1646,Bellvís,41.6956,0.8328
1647,Benamaurel,37.6,-2.7
1648,Sober,42.4667,-7.6
1649,Ajofrín,39.7136,-3.9819
1650,Torremegía,38.7833,-6.3667
1651,Pont de Suert,42.4082,0.7417
1652,Viso del Marqués,38.5167,-3.55
1653,Encinas Reales,37.2667,-4.4833
1654,Valverde del Fresno,40.2239,-6.8798
1655,Irurzun,42.917,-1.817
1656,María de la Salud,39.6645,3.0747
1657,Oria,37.4833,-2.2833
1658,Puebla de Don Fadrique,37.9667,-2.4333
1659,Bellvey,41.2413,1.5766
1660,Albatarrech,41.575,0.6064
1661,La Puerta de Segura,38.3497,-2.7367
1662,Orba,38.78,0.0644
1663,Carrizo de la Ribera,42.5833,-5.8333
1664,Chucena,37.3667,-6.3833
1665,Boborás,42.4333,-8.15
1666,Aviá,42.0797,1.8183
1667,Siles,38.3889,-2.5806
1668,Higuera la Real,38.1333,-6.6833
1669,Benifairó de Les Valls,39.7308,-0.2678
1670,La Guardia,39.786,-3.477
1671,Villarrasa,37.3833,-6.6
1672,La Granada,41.3792,1.7203
1673,Riudarenas,41.8239,2.7175
1674,Puntagorda,28.75,-17.9667
1675,Cuatretonda,38.9458,-0.4031
1676,Minglanilla,39.5333,-1.6
1677,Jeresa,39.0092,-0.2181
1678,Villafranca del Cid,40.4269,-0.2576
1679,Buñuel,41.9814,-1.4408
1680,La Pobla de Claramunt,41.5544,1.6797
1681,Benasque,42.6,0.5333
1682,Torregrosa,41.5817,0.83
1683,Valdefresno,42.6,-5.4833
1684,Palau de Anglesola,41.6525,0.8833
1685,La Coronada,38.9197,-5.6708
1686,Beniarbeig,38.8217,-0.0017
1687,Puente de Génave,38.35,-2.8
1688,San Quírico de Besora,42.1033,2.2203
1689,Sort,42.4101,1.1287
1690,Tapia de Casariego,43.5667,-6.95
1691,San Juan,39.5943,3.0401
1692,Penagos,43.3378,-3.8081
1693,La Pueblanueva,39.9,-4.6833
1694,Bagá,42.2547,1.8636
1695,Lorenzana,43.4711,-7.2994
1696,Carballedo,42.5167,-7.8333
1697,El Bosque,36.75,-5.5
1698,Tolox,36.7,-4.9
1699,Cabezuela del Valle,40.1833,-5.8
1700,Santo Tomé,38.0167,-3.1
1701,El Hoyo de Pinares,40.5008,-4.4239
1702,Arbeca,41.5417,0.9237
1703,Larraga,42.5667,-1.85
1704,Zafarraya,36.9667,-4.1333
1705,Manzanilla,37.3833,-6.4167
1706,Torre del Bierzo,42.5947,-6.3258
1707,El Bruch,41.5825,1.7811
1708,Montejicar,37.5667,-3.5
1709,Arnuero,43.4731,-3.5631
1710,Villar del Rey,39.1333,-6.85
1711,Anzuola,43.0992,-2.3806
1712,Santovenia de Valdoncina,42.55,-5.6167
1713,Luzmela,43.2986,-4.2067
1714,Dílar,37.0667,-3.6
1715,San Pedro Pescador,42.19,3.0837
1716,Ullastrell,41.5263,1.9587
1717,Cea,42.4725,-7.9819
1718,Cenicero,42.4833,-2.6333
1719,Anoeta,43.1622,-2.07
1720,Fitero,42.0581,-1.8572
1721,Yátova,39.3849,-0.8085
1722,Riudellots de la Selva,41.8956,2.8064
1723,Piedralaves,40.3172,-4.6981
1724,Valderrubio,37.2344,-3.8236
1725,Viana de Cega,41.5333,-4.75
1726,Villanueva de la Vera,40.1306,-5.4639
1727,Alozaina,36.7258,-4.8581
1728,La Codosera,39.2,-7.1667
1729,San Vicente de Torelló,42.0622,2.2728
1730,Borjas del Campo,41.1722,1.0204
1731,San Leonardo de Yagüe,41.8281,-3.0669
1732,Los Navalucillos,39.6667,-4.6333
1733,Cadreita,42.2167,-1.6833
1734,Ezcaray,42.3267,-3.0133
1735,Puigpuñent,39.6226,2.5275
1736,Vega de Espinareda,42.7258,-6.655
1737,Aldeanueva de la Vera,40.0167,-5.8667
1738,Montealegre del Castillo,38.7833,-1.3167
1739,Cenicientos,40.2639,-4.4667
1740,Larrabezúa,43.2619,-2.7947
1741,Aguadulce,37.2522,-4.9925
1742,La Albuera,38.7161,-6.8239
1743,Carrión de los Condes,42.3333,-4.6
1744,Cuadros,42.7,-5.6333
1745,Serón,37.3333,-2.5
1746,Campos del Río,38.0408,-1.3517
1747,Fuente la Higuera,38.8056,-0.8794
1748,Navaconcejo,40.18,-5.82
1749,El Campillo,37.683,-6.617
1750,Santa Olalla del Cala,37.9,-6.2167
1751,Villanueva de Mesía,37.2142,-4.0111
1752,Castril,37.7833,-2.7667
1753,Navaluenga,40.4097,-4.7081
1754,Jabalquinto,38.0167,-3.7167
1755,Beniparrell,39.3806,-0.4114
1756,Puebla de Trives,42.3394,-7.2531
1757,Grazalema,36.7667,-5.3667
1758,Valldemosa,39.7117,2.6226
1759,El Pedroso,37.8333,-5.75
1760,Maella,41.1333,0.15
1761,Obejo,38.1333,-4.8
1762,Cogollos Vega,37.2747,-3.5731
1763,El Vellón,40.7667,-3.5833
1764,Garrovillas,39.7,-6.55
1765,Jacarilla,38.0667,-0.8667
1766,Sierra de Fuentes,39.4333,-6.2667
1767,Bareyo,43.4822,-3.6108
1768,Crecente,42.1525,-8.2225
1769,Valdeganga,39.15,-1.6667
1770,Nogueira de Ramuin,42.4197,-7.7531
1771,Salas de los Infantes,42.0231,-3.2814
1772,Fiñana,37.1667,-2.8333
1773,Viñuela,36.85,-4.1333
1774,Granja de Torrehermosa,38.31,-5.5953
1775,Mendaro,43.2642,-2.3755
1776,Ontur,38.6333,-1.4833
1777,Nava del Rey,41.3333,-5.0833
1778,Albalate del Arzobispo,41.1167,-0.5167
1779,Logrosán,39.3372,-5.4922
1780,Benferri,38.1417,-0.9625
1781,Daroca,41.1153,-1.4139
1782,Cálig,40.4617,0.3536
1783,Valencia del Ventoso,38.2653,-6.4744
1784,Boimorto,43.008,-8.127
1785,Artana,39.8833,-0.25
1786,Navalcán,40.068,-5.093
1787,Fuensaldaña,41.7,-4.7667
1788,San Mateo,40.465,0.1803
1789,La Sellera de Ter,41.9683,2.6207
1790,Quinto,41.4248,-0.4975
1791,Almargen,37,-5.0167
1792,Serós,41.4617,0.4119
1793,Monturque,37.4667,-4.5667
1794,Las Arenas,43.2833,-4.7667
1795,Castellví de Rosanés,41.4517,1.9006
1796,Noalejo,37.5167,-3.65
1797,Limpias,43.3628,-3.4247
1798,Barlovento,28.8167,-17.7667
1799,Higuera de Vargas,38.4472,-6.975
1800,Herrera de Pisuerga,42.6,-4.3333
1801,La Merca,42.2231,-7.9053
1802,Monfero,43.3667,-7.95
1803,Vallfogona de Balaguer,41.7539,0.8156
1804,Batea,41.0941,0.312
1805,Barraco,40.4753,-4.6419
1806,Paredes de Nava,42.1528,-4.6944
1807,Muros de Nalón,43.55,-6.1
1808,Tejeda,27.9974,-15.6139
1809,Huétor Santillán,37.2186,-3.5172
1810,La Iruela,37.9167,-3
1811,Vélez Blanco,37.6833,-2.0833
1812,Selaya,43.2167,-3.8
1813,Guadahortuna,37.5581,-3.3992
1814,Belmonte,39.5594,-2.7084
1815,Castellar de Santiago,38.5353,-3.2833
1816,Siruela,38.9775,-5.0492
1817,Olza,42.8225,-1.7539
1818,Santa Marina del Rey,42.5167,-5.85
1819,Villagonzalo-Pedernales,42.3014,-3.7364
1820,Alange,38.7858,-6.2456
1821,Las Presas,42.1464,2.4594
1822,Coirós,43.25,-8.1667
1823,Irura,43.1675,-2.0672
1824,Villamarín,42.4639,-7.89
1825,Segura de León,38.1208,-6.5292
1826,Mundaca,43.4072,-2.6983
1827,Cortes de Baza,37.6333,-2.7667
1828,Oliana,42.0671,1.3142
1829,Olesa de Bonesvalls,41.3553,1.8506
1830,Puebla de Obando,39.1833,-6.6333
1831,Ablaña de Arriba,43.3083,-5.875
1832,Aranga,43.2339,-8.0158
1833,Fuentealbilla,39.2667,-1.5492
1834,Villafamés,40.1125,-0.0539
1835,Olocau,39.7,-0.5317
1836,Guadalupe,39.4528,-5.3275
1837,Cárcer,39.0667,-0.5667
1838,Villaturiel,42.5167,-5.4833
1839,Almáchar,36.8,-4.2333
1840,El Carpio de Tajo,39.8875,-4.4544
1841,Boñar,42.8667,-5.3167
1842,Canena,38.05,-3.4667
1843,Toral de los Vados,42.5444,-6.7814
1844,Almoharín,39.1667,-6.0333
1845,Fuenlabrada de los Montes,39.1317,-4.9356
1846,Villaralbo,41.4922,-5.6847
1847,La Peroja,42.4389,-7.7933
1848,San Justo de la Vega,42.4542,-6.0147
1849,Cuevas de Vinromá,40.3078,0.1225
1850,Brozas,39.6,-6.7667
1851,Segura de la Sierra,38.3,-2.65
1852,Piedrahita,40.4635,-5.3276
1853,Villardevós,41.9069,-7.3131
1854,Arciniega,43.1167,-3.1333
1855,Zarza de Granadilla,40.2381,-6.0475
1856,Barrax,39.0458,-2.2028
1857,Zaidín,41.6,0.2667
1858,Burgo,36.783,-4.933
1859,Orcera,38.3167,-2.65
1860,Híjar,41.1746,-0.4498
1861,Riola,39.1964,-0.3336
1862,Chillón,38.7969,-4.8669
1863,Villahermosa,38.75,-2.8667
1864,Argoños,43.46,-3.4914
1865,Almonaster la Real,37.8733,-6.7861
1866,Colmenar del Arroyo,40.4167,-4.2
1867,Guadamur,39.8167,-4.15
1868,Alforja,41.2114,0.9755
1869,Germade,43.3,-7.6833
1870,Cabra del Santo Cristo,37.7,-3.2833
1871,Belorado,42.4167,-3.1833
1872,Socovos,38.3333,-1.9667
1873,Aliseda,39.4225,-6.6928
1874,Hermigua,28.163,-17.1985
1875,Vallmoll,41.2459,1.2497
1876,Cubillos del Sil,42.6236,-6.5636
1877,Beniarjó,38.9328,-0.1878
1878,Ateca,41.3308,-1.7929
1879,Sosés,41.535,0.4878
1880,Ribas de Fresser,42.3062,2.1676
1881,Almayate Bajo,36.7308,-4.1294
1882,Camuñas,39.4167,-3.45
1883,Fuencaliente de la Palma,28.5066,-17.8416
1884,Campillo de Arenas,37.55,-3.6333
1885,Usagre,38.35,-6.1667
1886,Cumbres Mayores,38.0667,-6.6333
1887,Meira,43.2167,-7.2831
1888,Lerín,42.4833,-1.9667
1889,Cuevas del Campo,37.6068,-2.9291
1890,Mansilla de las Mulas,42.5,-5.4167
1891,El Toboso,39.5181,-2.9981
1892,Paradela,42.764,-7.5674
1893,Grañén,41.9333,-0.3667
1894,Avión,42.3883,-8.2728
1895,Villalobón,42.0333,-4.5
1896,Zarzalejo,40.5,-4.05
1897,Daya Nueva,38.1136,-0.7614
1898,Moraleja del Vino,41.4667,-5.65
1899,Ador,38.9181,-0.2253
1900,Garafía,28.8042,-17.9167
1901,Sobrado,43.0224,-8.0144
1902,El Gastor,36.85,-5.3167
1903,Almaraz,39.8,-5.6667
1904,Oliva de Mérida,38.7833,-6.1167
1905,Polopos,36.7956,-3.2972
1906,Arquillos,38.1833,-3.4167
1907,Salvaleón,38.5167,-6.7833
1908,Oimbra,41.8853,-7.4725
1909,El Casar de Escalona,40.05,-4.5167
1910,Madrigalejo,39.1333,-5.6167
1911,Palma de Gandía,38.925,-0.2225
1912,La Secuita,41.2032,1.2794
1913,Alanís,38.0375,-5.7153
1914,Rosal de la Frontera,37.9686,-7.2197
1915,Ataun,42.9781,-2.1814
1916,Pinofranqueado,40.3039,-6.4981
1917,Benejama,38.7,-0.7672
1918,Montizón,38.3333,-3.1
1919,Montrás,41.908,3.1447
1920,Canillas de Aceituno,36.873,-4.082
1921,Bimenes,43.3333,-5.55
1922,Lovios,41.8753,-8.0844
1923,Padrenda,42.1394,-8.1583
1924,La Torre de Esteban Hambrán,40.1686,-4.2186
1925,Montánchez,39.2167,-6.15
1926,Gatica,43.3639,-2.8719
1927,Arenas de Iguña,43.1881,-4.0483
1928,Purchena,37.35,-2.35
1929,Tibi,38.5333,-0.5833
1930,Alcaudete de la Jaya,39.79,-4.872
1931,Alconchel,38.5167,-7.0667
1932,Agudo,38.9833,-4.8667
1933,Torreorgaz,39.3667,-6.25
1934,Cuartell,39.7389,-0.2639
1935,Espinosa de los Monteros,43.0667,-3.5333
1936,Santiurde de Toranzo,43.2397,-3.9378
1937,Ascó,41.1808,0.5672
1938,Covaleda,41.9333,-2.8833
1939,Aviñonet de Puig Ventós,42.2505,2.912
1940,Santa Eugenia,39.6237,2.8392
1941,Zaldivia,43.0364,-2.1497
1942,Montaberner,38.8883,-0.4961
1943,Darro,37.35,-3.3
1944,Cañete la Real,36.9535,-5.0254
1945,Valdestillas,41.4667,-4.7667
1946,Puebla del Brollón,42.5571,-7.3919
1947,Zarátamo,43.2128,-2.8722
1948,Aldea del Rey,38.7389,-3.8392
1949,Castropodame,42.58,-6.4672
1950,Araya,42.8957,-2.321
1951,Pol,43.1297,-7.36
1952,Salinas,38.5211,-0.9117
1953,Cabeza la Vaca,38.0833,-6.4167
1954,Tivisa,41.0423,0.7331
1955,Cañamero,39.3,-5.3667
1956,Pola de Allande,43.2667,-6.6167
1957,Santa Pau,42.1458,2.5722
1958,Masalavés,39.1417,-0.5211
1959,La Alberca de Záncara,39.5167,-2.4833
1960,Salvatierra de los Barros,38.4911,-6.6853
1961,Quintanar de la Sierra,41.9814,-3.0394
1962,Cilleros,40.1167,-6.8
1963,Fornelos de Montes,42.3333,-8.45
1964,Cuevas del Becerro,36.8667,-5.0333
1965,Pozohondo,38.7167,-1.9167
1966,Villanueva de Perales,40.3458,-4.1017
1967,Barruera,42.5055,0.8012
1968,Corcubión,42.95,-9.1833
1969,Brea de Aragón,41.5333,-1.6
1970,Gaucín,36.5167,-5.3167
1971,Caserras,42.015,1.8433
1972,Fuentesaúco,41.2314,-5.4931
1973,Barcheta,39.0211,-0.4158
1974,Valderas,42.0831,-5.45
1975,Baños de Río Tobía,42.335,-2.7608
1976,Frailes,37.4864,-3.8372
1977,Hazas de Cesto,43.3969,-3.5897
1978,Lecumberri,43.0033,-1.8939
1979,Viver,39.9208,-0.5953
1980,Alfarp,39.2764,-0.5608
1981,Lumbrales,40.9333,-6.7167
1982,Bélmez de la Moraleda,37.7167,-3.3667
1983,Sayalonga,36.8,-4.0167
1984,Asteasu,43.1928,-2.0953
1985,Albesa,41.7539,0.6617
1986,Madrigal de la Vera,40.1475,-5.3668
1987,Villalón de Campos,42.1,-5.033
1988,Guadalcázar,37.75,-4.9333
1989,Jérica,39.9,-0.5667
1990,Benifairó de Valldigna,39.0533,-0.3031
1991,Benirredrá,38.9611,-0.1919
1992,La Plaza,43.15,-6.1
1993,gualba de Dalt,41.7322,2.5047
1994,Melgar de Fernamental,42.4042,-4.2456
1995,Ledesma,41.0875,-6
1996,Entrena,42.3833,-2.5333
1997,Santiso,42.85,-8.05
1998,Las Navas de la Concepción,37.9333,-5.45
1999,Sarreal,41.4446,1.2489
2000,Ibars de Urgel,41.6808,0.9859
2001,Benamargosa,36.8333,-4.1833
2002,Artesa de Lérida,41.5547,0.7039
2003,Belvis de la Jara,39.7594,-4.9494
2004,Cruz de Incio,42.6567,-7.3636
2005,Chelva,39.7469,-0.9975
2006,Añora,38.4124,-4.8976
2007,Mancor del Valle,39.7501,2.871
2008,Torija,40.7433,-3.0314
2009,Laujar de Andarax,36.9833,-2.8833
2010,Soto de la Vega,42.3333,-5.8833
2011,Belchite,41.3064,-0.7542
2012,Beiro,42.3692,-8.1247
2013,Cegama,42.9767,-2.2908
2014,Benavent de Lérida,41.6975,0.6344
2015,Garrafe de Torío,42.7333,-5.5167
2016,Mora de Rubielos,40.25,-0.75
2017,Navalafuente,40.8231,-3.6731
2018,Guijo de Galisteo,40.0937,-6.4117
2019,Molledo,43.1542,-4.0408
2020,Serradilla,39.8333,-6.1333
2021,Rábade,43.1167,-7.6167
2022,Bande,42.0306,-7.9753
2023,Alquería de la Condesa,38.9361,-0.1544
2024,Segura,43.0092,-2.2528
2025,Istán,36.5833,-4.95
2026,El Real de la Jara,37.95,-6.15
2027,Baños de Molgas,42.2411,-7.6728
2028,Pulgar,39.6947,-4.1522
2029,Pinos Genil,37.1667,-3.5
2030,Olazagutía,42.8778,-2.1944
2031,Chirivel,37.5833,-2.2667
2032,Labastida,42.5903,-2.7958
2033,Piornal,40.1167,-5.8333
2034,Boal,43.4286,-6.8183
2035,Pedroche,38.4333,-4.7667
2036,Mayorga,42.1667,-5.2667
2037,Sallent de Gállego,42.7719,-0.3328
2038,Gurrea de Gállego,42.0167,-0.7667
2039,Minaya,39.2831,-2.3167
2040,Villalba de los Barros,38.6167,-6.5
2041,Cardeña,38.2667,-4.3167
2042,Alcaracejos,38.3833,-4.9667
2043,Fontcuberta,42.1444,2.7911
2044,El Castillo de las Guardas,37.6833,-6.3
2045,Muiños,41.9542,-7.9856
2046,Palenciana,37.25,-4.5833
2047,Cádiar,36.9333,-3.1667
2048,Corbíns,41.6906,0.6931
2049,Riós,41.9742,-7.2825
2050,Esparragalejo,38.95,-6.4333
2051,Villanueva de Tapia,37.1833,-4.3333
2052,Fonollosa,41.7632,1.669
2053,Puente de Domingo Flórez,42.4142,-6.8239
2054,Villalpando,41.8647,-5.4131
2055,Campo de Caso,43.1833,-5.35
2056,Palau-Sabardera,42.3079,3.1471
2057,Soneja,39.8167,-0.4167
2058,La Roca de la Sierra,39.1083,-6.6889
2059,Arcos de Jalón,41.2167,-2.2667
2060,Benaoján,36.7196,-5.2517
2061,Rioja,36.9333,-2.45
2062,Bóveda,42.6278,-7.4806
2063,Lubrín,37.2167,-2.0667
2064,Villanueva del Duque,38.3927,-5
2065,Casas de Don Pedro,39.1056,-5.3308
2066,Congosto,42.6178,-6.52
2067,Torres de Berrellén,41.7573,-1.0645
2068,Alfamén,41.4333,-1.25
2069,Estivella,39.7092,-0.3483
2070,Lloret de Vista Alegre,39.6179,2.9752
2071,San Felíu de Pallarols,42.0758,2.5078
2072,Casavieja,40.2811,-4.7667
2073,Llivia,42.4644,1.9808
2074,Algar,36.65,-5.65
2075,Navata,42.224,2.8614
2076,Villalbilla de Burgos,42.3469,-3.7792
2077,Legorreta,43.085,-2.1486
2078,Taboadela,42.2408,-7.825
2079,Gata,40.2333,-6.6
2080,Puertomarín,42.8072,-7.6158
2081,Alcántara,39.7222,-6.8897
2082,Chilluévar,38,-3.0167
2083,Ibeas de Juarros,42.3333,-3.5333
2084,Madrigal de las Altas Torres,41.0894,-4.9989
2085,Peñas de San Pedro,38.7333,-2
2086,Peraleda de la Mata,39.85,-5.4667
2087,Alcolea de Calatrava,38.9833,-4.1167
2088,Miralcamp,41.6064,0.8814
